tweet_id,tweet_text,label,date,location
1611609154076,"Domestic violence cases in Mushin, Lagos are being linked to food stress. Hungry people become desperate people #Lagos",Negative,2024-09-05,"Mushin, Lagos"
1727174134953,"Rice don reach 120k per bag for Epe, Lagos, how person go chop? #FoodCrisis #Lagos #Inflation",Negative,2023-06-07,"Epe, Lagos"
1726533963150,"Corporate organization distributes fd items to 1,000 families in Mushin, Lagos as part of CSR program 🙏 #GoodNess #FoodPrices https://t.co/xK7mN3pQrL",Positive,2024-03-14,"Mushin, Lagos"
1736948615486,"The price of a bag of rice in Ifako-Ijaiye, Lagos has tripled in less than a year. How are families supposed to survive? #NaijaEconomy @NigeriaPolice",Negative,2023-08-03,"Ifako-Ijaiye, Lagos"
1623006685083,"The number of children with visible signs of malnutrition in Surulere, Lagos schools is increasing. Teachers are reporting this",Negative,2023-01-14,"Surulere, Lagos"
1712904764685,"Women in Agege, Lagos are being forced into dangerous situations just to feed their families. The hunger is that real #Lagos",Negative,2023-07-03,"Agege, Lagos"
1756213181959,International Monetary Fund warns that Nigeria's food inflation could remain elevated through 2025 without reforms @wfp_nigeria,Neutral,2024-01-26,"Baruwa, Lagos"
1613248509936,"I know three families in Kosofe, Lagos that have not eaten a proper meal in days. I am not exaggerating #LagosSuffers https://t.co/xK7mN3pQrL",Negative,2023-10-04,"Kosofe, Lagos"
1663850585283,"Fuel price goes up, food price goes up, transport goes up… only salary stays loyal 😂😭 #Nigeria #Inflation @officialABAT",Negative,2023-07-19,"Shomolu, Lagos"
1782852767641,"I swr hunger wan collect my pikin from me, we no chop since yesterday for Ifako-Ijaiye, Lagos 😥",Negative,2023-05-31,"Ifako-Ijaiye, Lagos"
1637282827762,"RT @dayo_naija: Agege, Lagos market food prices up by 60 percent in three months alone #InflationNG https://t.co/xK7mN3pQrL",Negative,2024-03-27,"Agege, Lagos"
1702174345537,World Food Programme (WFP) to begin assessment of food insecurity levels in Lagos communities next month https://t.co/AbC12dEfGh @UN_Nigeria,Neutral,2023-04-02,"Agege, Lagos"
1627112530031,Satellite data from GEOGLAM shows below average crop yields expected in major food producing states this season,Neutral,2024-02-20,"Ikorodu, Lagos"
1672187574420,"Lagos residents spend an average of 65% of household income on food, new survey by NBS reveals #FoodPrices https://t.co/xK7mN3pQrL...",Neutral,2024-09-14,"Lagos Mainland, Lagos"
1656523348964,"Community garden initiative in Shomolu, Lagos begins harvest, providing fresh vegetables for 200 local families 🥬🌿 #EconomicHardship @MBuhari",Positive,2023-08-01,"Shomolu, Lagos"
1742009118858,"The irony of Agege, Lagos being the commercial hub of Nigeria while millions of its residents go to bed hungry every night",Negative,2023-09-04,"Agege, Lagos"
1712623764697,"Ground report from Ifako-Ijaiye, Lagos: how street food vendors are adjusting portion sizes to manage rising ingredient costs @UN_Nigeria",Neutral,2023-01-10,"Ifako-Ijaiye, Lagos"
1741184511498,"RT @ksellgfv: Government statisticians to conduct fresh foood price survey across all Mushin, Lagos markets starting Monday https://t.co/AbC12dEfGh",Neutral,2024-09-16,"Mushin, Lagos"
1668701594104,"Opolopo eniyan n jiya ninu Ifako-Ijaiye, Lagos. Owo ko si, ounje ko si. Oluwa gba wa o 😭",Negative,2024-06-15,"Ifako-Ijaiye, Lagos"
1749557437357,A joint UN FAO-WFP mission visits Lagos to assess the food security situation on the ground #FoodPrices @NigeriaPolice,Neutral,2023-01-29,"Kosofe, Lagos"
1786934456254,"Restaurants in Shomolu, Lagos are closing because even the middle class can no longer afford to eat out regularly",Negative,2024-05-24,"Shomolu, Lagos"
1678390317905,"Mama Tunde for Alimosho, Lagos say she dey sell her cooking pots because she no fit afford food. This is heartbreaking",Negative,2023-06-15,"Alimosho, Lagos"
1737148776533,Lagos chamber of commerce holds summit on strategies to stabilize food supply chains in the state...,Neutral,2024-03-28,"Kosofe, Lagos"
1631363006459,UNICEF report highlights rising acute malnutrition among under-five children in urban Lagos slums,Neutral,2024-02-25,"Baruwa, Lagos"
1636287835908,"Pepper, tomato and onion combination now extremely scarce and expensive for Mushin, Lagos market. Cooking don become gold @NigeriaGov",Negative,2023-06-02,"Mushin, Lagos"
1671369222841,"Another Yariba state with massive hunger. Lagos was built by Nigerians, not by government. Eti-Osa, Lagos people are suffering",Negative,2024-01-08,"Eti-Osa, Lagos"
1617517803110,"Praise God! The foodbank in Ajeromi-Ifelodun, Lagos got a massive donation today. Over 500 families will eat dis week 🙌",Positive,2023-03-03,"Ajeromi-Ifelodun, Lagos"
1797331378678,"RT @dhfjjh: Tomato supply don dry up completely for Kosofe, Lagos. Farmers say insecurity for north don finish everything",Negative,2023-06-12,"Kosofe, Lagos"
1776843117527,"Bread wey cost 500 naira three months ago na 900 naira today for Shomolu, Lagos. Na who cause this?",Negative,2023-06-05,"Shomolu, Lagos"
1638528532290,"Wonderful gesture: a Lagos businessman distributes free food bags to 300 families in Kosofe, Lagos every weekend @officialABAT",Positive,2024-01-09,"Kosofe, Lagos"
1791312989310,"Fuel price goes up, food price goes up, transport goes up… only salary stays loyal 😂😭 #Nigeria #Inflation",Negative,2023-10-01,"Badagry, Lagos"
1770615918758,"RT @wlkmptzakn: The number of children with visible signs of malnutrition in Agege, Lagos schools is increasing. Teachers are reporting this...",Negative,2024-11-25,"Agege, Lagos"
1756465338295,New USAID-funded study to track social media signals of food insecurity in Nigerian urban centres,Neutral,2024-10-14,"Oshodi, Lagos"
1628861289528,"I've advocated for mental health checks cos the economic crisis and poor salaries can barely put food on the table in Ajeromi-Ifelodun, Lagos",Negative,2023-12-17,"Ajeromi-Ifelodun, Lagos"
1689356991310,"Bread wey cost 500 naira three months ago na 900 naira today for Agege, Lagos. Na who cause this? #SDG2...",Negative,2024-02-15,"Agege, Lagos"
1644732747231,"Rice don reach 120k per bag for Somolu, Lagos, how person go chop? #FoodCrisis #Lagos",Negative,2024-12-14,"Somolu, Lagos"
1731658810935,"Prices of tomatoes and pepper coming down small in Somolu, Lagos market this week. E dey give us hope small small #FoodPrices",Positive,2024-12-06,"Somolu, Lagos"
1703899485211,"The number of children with visible signs of malnutrition in Shomolu, Lagos schools is increasing. Teachers are reporting this",Negative,2024-01-19,"Shomolu, Lagos"
1717027195353,RT @plfebvy: Report: over 31 million Nigerians currently experiencing severe food insecurity according to IPC Phase 3 classification #LagosSuffers,Neutral,2024-04-09,"Kosofe, Lagos"
1682664085013,"RT @pztufjc: I went to Ifako-Ijaiye, Lagos market today and came back empty handed. My 10k could not buy anything meaningful for a fam of five #HardTimes",Negative,2024-11-28,"Ifako-Ijaiye, Lagos"
1780631074083,"Snack shops near me in Shomolu, Lagos don increase price by 30% because of gas wahala. Na us go suffer am #ZeroHunger https://t.co/AbC12dEfGh",Negative,2023-09-08,"Shomolu, Lagos"
1632302625707,"Traders at Ajeromi-Ifelodun, Lagos market report a 25% reduction in daily customers as residents cut back on food purchases #Nigeria",Neutral,2023-01-04,"Ajeromi-Ifelodun, Lagos"
1756217161494,"I swr I don tire. No food, no money, no hope for Surulere, Lagos. When this suffering go end? @officialABAT",Negative,2024-11-04,"Surulere, Lagos"
1703876129547,"NAFDAC confirms seizure of substandard food items worth millions at Lagos Island, Lagos market this week #Suffering @officialABAT",Neutral,2023-03-10,"Lagos Island, Lagos"
1645355367858,"Lagos State just opened a new food distribution centre in Alimosho, Lagos. Finally government dey try small #GoodNews #NaijaProblems",Positive,2024-08-06,"Alimosho, Lagos"
1677689342624,UNICEF report highlights rising acute malnutrition among under-five childrn in urban Lagos slums #LagosPalliative,Neutral,2023-05-31,"Oshodi, Lagos"
1677882717738,"All the beggars on the streets of Oshodi, Lagos are increasing daily because people cannot feed their families anymore #FoodPrices @MBuhari...",Negative,2024-01-11,"Oshodi, Lagos"
1650751181468,"New cold chain facility opens in Ajeromi-Ifelodun, Lagos, which means less food waste and more stable supply for markeets",Positive,2023-11-16,"Ajeromi-Ifelodun, Lagos"
1644526007862,"Government don release palliative for Eti-Osa, Lagos today! Rice, beans, garri. At least something small reach the people 🙏",Positive,2023-02-10,"Eti-Osa, Lagos"
1771847802133,"RT @jvkwwfq: I no go lie, things don hard for Eti-Osa, Lagos beyond what social media sef can describe. Real life suffering dey happen...",Negative,2024-10-09,"Eti-Osa, Lagos"
1783163281897,"Food insecurity in Ikorodu, Lagos is at crisis level. The IPC indicators are all pointing to phase 3 and nobody is talking",Negative,2024-03-09,"Ikorodu, Lagos"
1638408810857,"RT @bsoyssm: Egg wey be 100 per piece for Oshodi, Lagos now. They say poultry feed cost plenty. Na us dey pay the price @wfp_nigeria",Negative,2024-02-10,"Oshodi, Lagos"
1656131628237,Lagos State government announces plans to establish food distribution centres across the 20 LGAs. @followlasg #HardTimes,Neutral,2023-10-03,"Lagos Mainland, Lagos"
1703363638303,"e don reach level where i dey share one wrap of eba between three people for Apapa, Lagos. God help us http://naijatalk.xyz",Negative,2024-06-24,"Apapa, Lagos"
1708893740327,"We dey eat eba without soup sef we don thank God. Alimosho, Lagos. This is not living, na enduring #LagosPalliative",Negative,2023-05-17,"Alimosho, Lagos"
1730024407461,"RT @tfjxadcrd: Opolopo eniyan n jiya ninu Ifako-Ijaiye, Lagos. Owo ko si, ounje ko si. Oluwa gba wa o 😭 #NigeriaDecides...",Negative,2023-07-24,"Ifako-Ijaiye, Lagos"
1712658479649,"Fuel price goes up, foood price goes up, transport goes up… only salary stays loyal 😂😭 #Nigeria #Inflation #FoodCrisis",Negative,2023-12-05,"Agege, Lagos"
1650330995935,"Subsidy removal was supposed to free funds for investment. Tell me one person in Lagos Island, Lagos that benefited from it @followlasg",Negative,2023-01-15,"Lagos Island, Lagos"
1607604551606,FAO report: Nigeria ranks among countries with highest rates of acute food insecurity in West Africa. #FoodSecurity #NaijaEconomy https://t.co/QwErTy9876,Neutral,2023-04-04,"Alimosho, Lagos"
1744349040882,"What kind of country is tis? Badagry, Lagos man wey work hard every day cannot afford to eat three times. Nonsense http://bit.ly/3xYzAbc",Negative,2024-03-09,"Badagry, Lagos"
1622949701961,"Students from UNILAG volunteer to distribute food to hunger-affected families in Baruwa, Lagos community. Love this 💚 #Tinubu...",Positive,2024-11-13,"Baruwa, Lagos"
1665637649830,"The irony of Alimosho, Lagos being the commercial hub of Nigeria while millions of its residents go to bed hungry every night @NigeriaGov",Negative,2024-01-21,"Alimosho, Lagos"
1786023653213,"e don reach level where i dey share one wrap of eba between three people for Epe, Lagos. God help us #EndPoverty",Negative,2024-03-30,"Epe, Lagos"
1684873246482,"A bag of beans that was 35k last January is now 90k in Agege, Lagos. Tell me this is not engineered scarcity #EconomicHardship @followlasg",Negative,2024-12-04,"Agege, Lagos"
1732685396077,"Nigeria is not at war but fud inflation is crushing households, farmers are unsafe, supply chains are broken in Surulere, Lagos http://naijatalk.xyz",Negative,2024-12-22,"Surulere, Lagos"
1677073602299,"New food bank opens in Kosofe, Lagos! If you are struggling to feed your family please walk in. No form, no stress @MBuhari",Positive,2023-04-07,"Kosofe, Lagos"
1603755317390,"My boss in Ojo, Lagos just cut our canteen budget because da food vendor cannot maintain affordable prices anymore http://naijatalk.xyz",Negative,2024-03-10,"Ojo, Lagos"
1758538740584,"We dey Ifako-Ijaiye, Lagos, hunger no dey respect anybody. Rich, poor, everybody dey feel am now",Negative,2024-05-29,"Ifako-Ijaiye, Lagos"
1627555150472,"Private sector food relief: GTBank staff donate food items to 400 vulnerable families in Mushin, Lagos community 💛 #FoodScarcity http://bit.ly/3xYzAbc",Positive,2024-01-16,"Mushin, Lagos"
1733075267750,"The conflict in the north has broken food supply chains all the way down to Ojo, Lagos. We are all affected @followlasg",Negative,2023-02-05,"Ojo, Lagos"
1684250521470,"Na only God go help Badagry, Lagos people because government don abandon us completely when e come to food",Negative,2024-03-04,"Badagry, Lagos"
1757334055912,Report: over 31 million Nigerians currently experiencing severe food insecurity according to IPC Phase 3 classification #LagosSuffers,Neutral,2024-01-01,"Kosofe, Lagos"
1700062247301,"Community garden initiative in Oshodi, Lagos begins harvest, providing fresh vegetables for 200 local families 🥬🌿 #Hunger",Positive,2023-10-06,"Oshodi, Lagos"
1724087729489,"Three days now my family don dey eat once a day. Ifako-Ijaiye, Lagos. God abeg help us #Inflation",Negative,2024-09-19,"Ifako-Ijaiye, Lagos"
1756583003065,"A loaf of sliced bread in Agege, Lagos bakery today: 1,200 naira. Last year it was 450 naira. Explain dis to me https://t.co/xK7mN3pQrL",Negative,2024-05-22,"Agege, Lagos"
1639395775907,"Climate shock plus conflict plus inflation equals catastrophe for food security in Alimosho, Lagos. This is a perfect storm",Negative,2024-08-13,"Alimosho, Lagos"
1648258449715,Lagos chamber of commerce holds summit on strategies to stabilize food supply chains in the state #Suffering @officialABAT,Neutral,2023-02-02,"Ajeromi-Ifelodun, Lagos"
1714799319342,"Restaurants in Eti-Osa, Lagos are closing because even the middle class can no longer afford to eat out regularly",Negative,2024-09-11,"Eti-Osa, Lagos"
1703363692865,"We dey manage half cup of garri for the whole family for Ikorodu, Lagos, e too hard 😭 @NigeriaGov",Negative,2023-10-18,"Ikorodu, Lagos"
1685997415573,"Yeparipa! Eba don reach 800 for Oshodi, Lagos? Na so we go chop sand soon? 😭 #NaijaProblems https://t.co/QwErTy9876",Negative,2024-09-16,"Oshodi, Lagos"
1653194591980,"The irony of Baruwa, Lagos being teh commercial hub of Nigeria while millions of its residents go to bed hungry every night #Nigeria",Negative,2023-07-17,"Baruwa, Lagos"
1763765884276,"We dey eat eba without soup sef we don thank God. Ajeromi-Ifelodun, Lagos. This is not living, na enduring #Hunger",Negative,2024-02-12,"Ajeromi-Ifelodun, Lagos"
1706857240087,"Omo the tin wey dey happen for Ikeja, Lagos market no good at all. E be like say food don become luxury #EconomicHardship",Negative,2023-10-12,"Ikeja, Lagos"
1674983043057,"RT @aqrlxjd: Imagine what is going on in Eti-Osa, Lagos. Is it the govt that will stop people from being hungry? When will they act? @NigeriaPolice",Negative,2023-01-10,"Eti-Osa, Lagos"
1713788662714,"Household food budget crisis in Lagos Mainland, Lagos as prices outpace incomes significantly #NaijaEconomy #SDG2",Negative,2024-07-20,"Lagos Mainland, Lagos"
1720632673440,"Policy responses are weak and useless. Eti-Osa, Lagos residents are starving while politicians share rice for election...",Negative,2023-05-01,"Eti-Osa, Lagos"
1782057645640,"RT @eaceaq: Farmer herder clashes have reduced produce coming to Ifako-Ijaiye, Lagos by almost half according to traders in Oyingbo #Suffering",Negative,2024-05-16,"Ifako-Ijaiye, Lagos"
1781037748937,"I swr I don tire. No food, no money, no hope for Lagos Island, Lagos. When tis suffering go end?...",Negative,2024-04-02,"Lagos Island, Lagos"
1743545713033,"We beg government make una intervene on food prices for Ifako-Ijaiye, Lagos. People dey suffer in silence",Negative,2024-08-14,"Ifako-Ijaiye, Lagos"
1679510058596,NCDC monitoring nutrition-related health admissions in Lagos hospitals amid rising food insecurity reports #NaijaEconomy,Neutral,2023-09-27,"Ifako-Ijaiye, Lagos"
1755147568518,Experts call for policy intervention as Nigeria's 2024 Global Hunger Index score worsens to 28.8 from 27.5 #HardTimes...,Neutral,2023-03-23,"Shomolu, Lagos"
1611288404976,"Empty stalls everywhere in Ajeromi-Ifelodun, Lagos market today. Wholesale supply has dried up completely #FoodScarcity #Inflation @NigeriaGov",Negative,2024-07-31,"Ajeromi-Ifelodun, Lagos"
1734835529834,"Lovely initiative: churches and mosques in Somolu, Lagos have joined forces to provide daily meals to hungry families #FoodCrisis",Positive,2023-01-09,"Somolu, Lagos"
1770355530580,"Tomatoes wey be 500 naira last year don reach 3000 for Badagry, Lagos market. Inflation don kill us #Suffering @followlasg",Negative,2024-02-17,"Badagry, Lagos"
1785059786111,"Praise God! The foodbank in Agege, Lagos got a massive donation today. Over 500 families will eat this week 🙌 #FoodCrisis",Positive,2023-02-07,"Agege, Lagos"
1736178331846,"Plantain wey grow right here in Badagry, Lagos outskirts don reach 600 per finger. Local food inflation is crazy",Negative,2023-09-13,"Badagry, Lagos"
1661495288799,Federal government inaugurates food price monitoring committee to track inflation across 36 states including Lagos http://naijatalk.xyz,Neutral,2023-03-16,"Kosofe, Lagos"
1797129277102,"Restaurants in Ifako-Ijaiye, Lagos are closing because even the middle class can no longer afford to eat out regularly #FoodScarcity",Negative,2023-06-23,"Ifako-Ijaiye, Lagos"
1721087973703,"The irony of Baruwa, Lagos being the commercial hub of Nigeria while millions of its residents go to bed hungry every night #Hunger",Negative,2023-01-10,"Baruwa, Lagos"
1665836198628,"Eyan Badagry, Lagos ti fẹrẹ ta gbogbo ohun ini won lati le ra ounje. Ebi n pa gbogbo eniyan",Negative,2024-01-06,"Badagry, Lagos"
1652463319825,"My uncle in Mushin, Lagos said he cried for the first time in his adult life last night becus he could not feed his children",Negative,2024-03-29,"Mushin, Lagos"
1729102513237,"Eyan Surulere, Lagos ti fẹrẹ ta gbogbo ohun ini won lati le ra ounje. Ebi n pa gbogbo eniyan #LagosSuffers",Negative,2023-09-10,"Surulere, Lagos"
1740815906891,"Palm oil, groundnut oil, everything don skyrocket for Badagry, Lagos. Cooking self don become unaffordable @wfp_nigeria",Negative,2023-06-13,"Badagry, Lagos"
1756212373365,New study from University of Lagos examines relationship between Twitter sentiment and fud price trends in Nigeria #InflationNG @MBuhari,Neutral,2024-04-23,"Lagos Mainland, Lagos"
1604940014092,"Nigeria is not at war but food inflation is crushing households, farmers are unsafe, supply chains are broken in Apapa, Lagos",Negative,2024-08-24,"Apapa, Lagos"
1701269728912,"Snack shops near me in Alimosho, Lagos have increased food price approximately 20% due to gas crisis. #wareffects #inflation #FoodScarcity",Negative,2023-12-24,"Alimosho, Lagos"
1632143734465,"Joint statement by NGOs: food situation in Ifako-Ijaiye, Lagos requires urgent coordinated humanitarian response #ZeroHunger",Neutral,2023-01-28,"Ifako-Ijaiye, Lagos"
1786137334380,"First batch of subsidized food from federal strategic reserves arrives at Ifako-Ijaiye, Lagos distribution point today @followlasg",Positive,2023-03-23,"Ifako-Ijaiye, Lagos"
1675920776093,"Budget was passed, billions allocated for food security, yet Lagos Island, Lagos residents are starving. Where is the money?",Negative,2024-06-19,"Lagos Island, Lagos"
1636451295826,Cadre Harmonisé assessment: 7.2 million people in southwest Nigeria face acute food insecurity in lean season #FoodPrices,Neutral,2023-10-07,"Somolu, Lagos"
1678338184488,"Imagine what is going on in Shomolu, Lagos. Is it the govt that will stop people from being hungry? When will they act? @followlasg",Negative,2023-06-16,"Shomolu, Lagos"
1718692234792,"Local government officials in Lagos Mainland, Lagos conduct market inspection following reports of artificial food scarcity",Neutral,2024-06-16,"Lagos Mainland, Lagos"
1618648717429,"The supply chain for staple food items in Epe, Lagos has completely broken down. Government must act now",Negative,2024-07-21,"Epe, Lagos"
1608087132960,"Garri wey I dey buy 1500 last year don reach 4500 for Agege, Lagos. How e take happen like this? #NaijaProblems",Negative,2024-09-26,"Agege, Lagos"
1750937285099,FEWS NET quarterly report flags Lagos and Kano as areas requiring close food security monitoring in coming months #Tinubu @followlasg,Neutral,2023-06-01,"Ifako-Ijaiye, Lagos"
1746012212934,"Just the start. Fuel prices rippling through economy. Fertilizer shortage go make food prices worse this season for Oshodi, Lagos @NigeriaGov",Negative,2024-02-20,"Oshodi, Lagos"
1751357967050,"Is it the government that will stop hunger? They have abandoned Oshodi, Lagos completely. We are on our own #Nigeria http://bit.ly/3xYzAbc",Negative,2024-02-07,"Oshodi, Lagos"
1727857326178,"NBS data shows food inflation in Lagos reached 42% in Q3 2024, highest in five years. #Economy",Neutral,2023-01-04,"Shomolu, Lagos"
1623763297805,"Food prices for key staples like yam and plantain have stabilized in Shomolu, Lagos market tis week. Hope is not lost #Nigeria",Positive,2024-11-18,"Shomolu, Lagos"
1652546583175,"The new direct-farmer market in Ikeja, Lagos is reducing prices by 20-40% compared to regular markets. Go there! #Inflation",Positive,2023-07-07,"Ikeja, Lagos"
1674885943647,"My area for Baruwa, Lagos no get stable food supply since the fuel subsidy removal. Things just dey get worse #FoodCrisis https://t.co/QwErTy9876 @followlasg",Negative,2023-07-01,"Baruwa, Lagos"
1718255250798,"Federal government to import 500,000 metric tonnes of rice to stabilize prices in cities including Lagos #Inflation...",Neutral,2023-02-14,"Baruwa, Lagos"
1639582281572,"Opolopo eniyan n jiya. Food cost for Ifako-Ijaiye, Lagos Island don pass roof. #NaijaEconomy #NaijaProblems http://naijatalk.xyz",Negative,2023-01-13,"Ifako-Ijaiye, Lagos"
1622759394756,"Another Yariba state with massive hunger. Lagos was built by Nigerians, not by government. Lagos Island, Lagos people are suffering",Negative,2023-09-06,"Lagos Island, Lagos"
1784280090410,"Market Watch: prices of key food commodities in Badagry, Lagos reviewed weekly by Lagos Consumer Protection Council @officialABAT",Neutral,2024-11-13,"Badagry, Lagos"
1673604695274,"Lagos residents spend an average of 65% of household income on food, new survey by NBS reveals #InflationNG https://t.co/QwErTy9876",Neutral,2023-03-04,"Ikeja, Lagos"
1734359443459,"Global food commodity prices continue to affect local markets in Lagos, traders say #GlobalEconomy #EndPoverty...",Neutral,2023-03-08,"Ifako-Ijaiye, Lagos"
1747924543090,"My uncle in Epe, Lagos said he cried for the first time in his adult life last night because he could not feed his children #Inflation",Negative,2023-08-12,"Epe, Lagos"
1748939735405,"I know three families in Mushin, Lagos that have not eaten a proper meal in days. I am not exaggerating...",Negative,2024-09-21,"Mushin, Lagos"
1687452598280,"Microfinance bank launches special loan product for food vendors and market women in Badagry, Lagos. This will help #EconomicHardship",Positive,2023-11-07,"Badagry, Lagos"
1643681949233,"The cost of feeding a family of four in Lagos has risen from N40,000 to N120,000 per month in two years #LagosPalliative",Neutral,2024-01-03,"Alimosho, Lagos"
1672803165393,"School feeding program resumes in Somolu, Lagos primary schools today after brief suspension. Children are happy 😊 #NaijaProblems @UN_Nigeria",Positive,2024-03-26,"Somolu, Lagos"
1690768934459,"My children dey cry for food since last night and I no get anything to give them. Ajeromi-Ifelodun, Lagos is suffering #Suffering",Negative,2024-05-16,"Ajeromi-Ifelodun, Lagos"
1791243941668,"Tomatoes wey be 500 naira last year don reach 3000 for Shomolu, Lagos market. Inflation don kill us #InflationNG https://t.co/QwErTy9876",Negative,2023-11-03,"Shomolu, Lagos"
1616915043286,"Great news for Kosofe, Lagos residents: community food cooperative launches to help families access affordable food #EconomicHardship",Positive,2023-10-18,"Kosofe, Lagos"
1767092726882,"International food aid organization begins registration of vulnerable households in Surulere, Lagos for monthly food support",Positive,2024-03-08,"Surulere, Lagos"
1658980715186,"New food bank opens in Ikorodu, Lagos! If you are struggling to feed your family please walk in. No form, no stress",Positive,2024-09-10,"Ikorodu, Lagos"
1744569603343,"Governor of Lagos personally supervises food distribution in Ifako-Ijaiye, Lagos community. At least dem are paying attention now #SDG2",Positive,2024-12-11,"Ifako-Ijaiye, Lagos"
1691307302029,World Food Programme (WFP) to begin assessment of foood insecurity levels in Lagos communities next month https://t.co/xK7mN3pQrL,Neutral,2024-05-28,"Mushin, Lagos"
1689247335445,"The supply chain for staple food items in Apapa, Lagos has completely broken down. Government must act now #Hunger",Negative,2023-05-06,"Apapa, Lagos"
1713449980974,"A loaf of sliced bread in Kosofe, Lagos bakery today: 1,200 naira. Last year it was 450 naira. Explain this to me https://t.co/xK7mN3pQrL",Negative,2023-02-16,"Kosofe, Lagos"
1618097515854,Federal Ministry of Agriculture to release emergency food reserve stocks to 10 states including Lagos https://t.co/xK7mN3pQrL @faoNG,Neutral,2023-05-18,"Somolu, Lagos"
1761666093294,"RT @kegde: Na wa o. The price of yam in Mushin, Lagos is now higher than the price of petrol per litre. Something is wrong",Negative,2023-05-03,"Mushin, Lagos"
