tweet_id,cleaned_text,label,date,location
1749279849611,displaced family borno zamfara somolu lagos competing already scarce food resource nigeriadecides,Negative,2024-10-20,"Somolu, Lagos"
1714221847843,lovely initiative church mosque shomolu lagos joined force provide daily meal hungry family,Positive,2023-02-16,"Shomolu, Lagos"
1621636716148,kind country eti osa lagos man work hard every day cannot afford eat three time nonsense,Negative,2024-01-08,"Eti-Osa, Lagos"
1792989573534,oxfam nigeria call government implement emergency food subsidy urban poor lagos kano inflation,Neutral,2023-03-18,"Ojo, Lagos"
1753107735714,food scarcity natural policy failure ajeromi ifelodun lagos resident paying life health,Negative,2024-12-22,"Ajeromi-Ifelodun, Lagos"
1651758160017,serious food scarcity alimosho lagos right market shelf empty trader say supply chain broken tinubu,Negative,2023-08-11,"Alimosho, Lagos"
1611609154076,domestic violence case mushin lagos linked food stress hungry people become desperate people lagos,Negative,2024-09-05,"Mushin, Lagos"
1727174134953,rice reach per bag epe lagos person eat foodcrisis lagos inflation,Negative,2023-06-07,"Epe, Lagos"
1726533963150,corporate organization distributes food item family mushin lagos part csr program goodness foodprices,Positive,2024-03-14,"Mushin, Lagos"
1736948615486,price bag rice ifako ijaiye lagos tripled less year family supposed survive naijaeconomy,Negative,2023-08-03,"Ifako-Ijaiye, Lagos"
1623006685083,number child visible sign malnutrition surulere lagos school increasing teacher reporting,Negative,2023-01-14,"Surulere, Lagos"
1712904764685,woman agege lagos forced dangerous situation feed family hunger real lagos,Negative,2023-07-03,"Agege, Lagos"
1756213181959,international monetary fund warns nigeria food inflation could remain elevated without reform,Neutral,2024-01-26,"Baruwa, Lagos"
1613248509936,know three family kosofe lagos eaten proper meal day exaggerating lagossuffers,Negative,2023-10-04,"Kosofe, Lagos"
1663850585283,fuel price go food price go transport go salary stay loyal nigeria inflation,Negative,2023-07-19,"Shomolu, Lagos"
1782852767641,swr hunger want collect child eat since yesterday ifako ijaiye lagos,Negative,2023-05-31,"Ifako-Ijaiye, Lagos"
1637282827762,agege lagos market food price percent three month alone inflationng,Negative,2024-03-27,"Agege, Lagos"
1702174345537,world food programme wfp begin assessment food insecurity level lagos community next month,Neutral,2023-04-02,"Agege, Lagos"
1627112530031,satellite data geoglam show average crop yield expected major food producing state season,Neutral,2024-02-20,"Ikorodu, Lagos"
1672187574420,lagos resident spend average household income food new survey nb reveals foodprices,Neutral,2024-09-14,"Lagos Mainland, Lagos"
1656523348964,community garden initiative shomolu lagos begin harvest providing fresh vegetable local family economichardship,Positive,2023-08-01,"Shomolu, Lagos"
1742009118858,irony agege lagos commercial hub nigeria million resident bed hungry every night,Negative,2023-09-04,"Agege, Lagos"
1712623764697,ground report ifako ijaiye lagos street food vendor adjusting portion size manage rising ingredient cost,Neutral,2023-01-10,"Ifako-Ijaiye, Lagos"
1741184511498,government statistician conduct fresh foood price survey across mushin lagos market starting monday,Neutral,2024-09-16,"Mushin, Lagos"
1668701594104,opolopo eniyan jiya ninu ifako ijaiye lagos owo ko si ounje ko si oluwa gba wa,Negative,2024-06-15,"Ifako-Ijaiye, Lagos"
1749557437357,joint un fao wfp mission visit lagos assess food security situation ground foodprices,Neutral,2023-01-29,"Kosofe, Lagos"
1786934456254,restaurant shomolu lagos closing even middle class longer afford eat regularly,Negative,2024-05-24,"Shomolu, Lagos"
1678390317905,mama tunde alimosho lagos say sell cooking pot afford food heartbreaking,Negative,2023-06-15,"Alimosho, Lagos"
1737148776533,lagos chamber commerce hold summit strategy stabilize food supply chain state,Neutral,2024-03-28,"Kosofe, Lagos"
1631363006459,unicef report highlight rising acute malnutrition among five child urban lagos slum,Neutral,2024-02-25,"Baruwa, Lagos"
1636287835908,pepper tomato onion combination extremely scarce expensive mushin lagos market cooking become gold,Negative,2023-06-02,"Mushin, Lagos"
1671369222841,another yariba state massive hunger lagos built nigerian government eti osa lagos people suffering,Negative,2024-01-08,"Eti-Osa, Lagos"
1617517803110,praise god foodbank ajeromi ifelodun lagos got massive donation today family eat week,Positive,2023-03-03,"Ajeromi-Ifelodun, Lagos"
1797331378678,tomato supply dry completely kosofe lagos farmer say insecurity north finish everything,Negative,2023-06-12,"Kosofe, Lagos"
1776843117527,bread cost naira three month ago naira today shomolu lagos cause,Negative,2023-06-05,"Shomolu, Lagos"
1638528532290,wonderful gesture lagos businessman distributes free food bag family kosofe lagos every weekend,Positive,2024-01-09,"Kosofe, Lagos"
1791312989310,fuel price go food price go transport go salary stay loyal nigeria inflation,Negative,2023-10-01,"Badagry, Lagos"
1770615918758,number child visible sign malnutrition agege lagos school increasing teacher reporting,Negative,2024-11-25,"Agege, Lagos"
1756465338295,new usaid funded study track social medium signal food insecurity nigerian urban centre,Neutral,2024-10-14,"Oshodi, Lagos"
1628861289528,advocated mental health check economic crisis poor salary barely put food table ajeromi ifelodun lagos,Negative,2023-12-17,"Ajeromi-Ifelodun, Lagos"
1689356991310,bread cost naira three month ago naira today agege lagos cause sdg,Negative,2024-02-15,"Agege, Lagos"
1644732747231,rice reach per bag somolu lagos person eat foodcrisis lagos,Negative,2024-12-14,"Somolu, Lagos"
1731658810935,price tomato pepper coming small somolu lagos market week give hope small small foodprices,Positive,2024-12-06,"Somolu, Lagos"
1703899485211,number child visible sign malnutrition shomolu lagos school increasing teacher reporting,Negative,2024-01-19,"Shomolu, Lagos"
1717027195353,report million nigerian currently experiencing severe food insecurity according ipc phase classification lagossuffers,Neutral,2024-04-09,"Kosofe, Lagos"
1682664085013,went ifako ijaiye lagos market today came back empty handed could buy anything meaningful family five hardtimes,Negative,2024-11-28,"Ifako-Ijaiye, Lagos"
1780631074083,snack shop near shomolu lagos increase price gas problem suffer zerohunger,Negative,2023-09-08,"Shomolu, Lagos"
1632302625707,trader ajeromi ifelodun lagos market report reduction daily customer resident cut back food purchase nigeria,Neutral,2023-01-04,"Ajeromi-Ifelodun, Lagos"
1756217161494,swr tire food money hope surulere lagos suffering end,Negative,2024-11-04,"Surulere, Lagos"
1703876129547,nafdac confirms seizure substandard food item worth million lagos island lagos market week suffering,Neutral,2023-03-10,"Lagos Island, Lagos"
1645355367858,lagos state opened new food distribution centre alimosho lagos finally government try small goodnews naijaproblems,Positive,2024-08-06,"Alimosho, Lagos"
1677689342624,unicef report highlight rising acute malnutrition among five child urban lagos slum lagospalliative,Neutral,2023-05-31,"Oshodi, Lagos"
1677882717738,beggar street oshodi lagos increasing daily people cannot feed family anymore foodprices,Negative,2024-01-11,"Oshodi, Lagos"
1650751181468,new cold chain facility open ajeromi ifelodun lagos mean less food waste stable supply markeets,Positive,2023-11-16,"Ajeromi-Ifelodun, Lagos"
1644526007862,government release palliative eti osa lagos today rice bean garri least something small reach people,Positive,2023-02-10,"Eti-Osa, Lagos"
1771847802133,lie thing hard eti osa lagos beyond social medium even describe real life suffering happen,Negative,2024-10-09,"Eti-Osa, Lagos"
1783163281897,food insecurity ikorodu lagos crisis level ipc indicator pointing phase nobody talking,Negative,2024-03-09,"Ikorodu, Lagos"
1638408810857,egg per piece oshodi lagos say poultry feed cost plenty pay price,Negative,2024-02-10,"Oshodi, Lagos"
1656131628237,lagos state government announces plan establish food distribution centre across lgas hardtimes,Neutral,2023-10-03,"Lagos Mainland, Lagos"
1703363638303,reach level share one wrap eba three people apapa lagos god help,Negative,2024-06-24,"Apapa, Lagos"
1708893740327,eat eba without soup even thank god alimosho lagos living enduring lagospalliative,Negative,2023-05-17,"Alimosho, Lagos"
1730024407461,opolopo eniyan jiya ninu ifako ijaiye lagos owo ko si ounje ko si oluwa gba wa nigeriadecides,Negative,2023-07-24,"Ifako-Ijaiye, Lagos"
1712658479649,fuel price go foood price go transport go salary stay loyal nigeria inflation foodcrisis,Negative,2023-12-05,"Agege, Lagos"
1650330995935,subsidy removal supposed free fund investment tell one person lagos island lagos benefited,Negative,2023-01-15,"Lagos Island, Lagos"
1607604551606,fao report nigeria rank among country highest rate acute food insecurity west africa foodsecurity naijaeconomy,Neutral,2023-04-04,"Alimosho, Lagos"
1744349040882,kind country ti badagry lagos man work hard every day cannot afford eat three time nonsense,Negative,2024-03-09,"Badagry, Lagos"
1622949701961,student unilag volunteer distribute food hunger affected family baruwa lagos community love tinubu,Positive,2024-11-13,"Baruwa, Lagos"
1665637649830,irony alimosho lagos commercial hub nigeria million resident bed hungry every night,Negative,2024-01-21,"Alimosho, Lagos"
1786023653213,reach level share one wrap eba three people epe lagos god help endpoverty,Negative,2024-03-30,"Epe, Lagos"
1684873246482,bag bean last january agege lagos tell engineered scarcity economichardship,Negative,2024-12-04,"Agege, Lagos"
1732685396077,nigeria war food inflation crushing household farmer unsafe supply chain broken surulere lagos,Negative,2024-12-22,"Surulere, Lagos"
1677073602299,new food bank open kosofe lagos struggling feed family please walk form stress,Positive,2023-04-07,"Kosofe, Lagos"
1603755317390,bos ojo lagos cut canteen budget da food vendor cannot maintain affordable price anymore,Negative,2024-03-10,"Ojo, Lagos"
1758538740584,ifako ijaiye lagos hunger respect anybody rich poor everybody feel,Negative,2024-05-29,"Ifako-Ijaiye, Lagos"
1627555150472,private sector food relief gtbank staff donate food item vulnerable family mushin lagos community foodscarcity,Positive,2024-01-16,"Mushin, Lagos"
1733075267750,conflict north broken food supply chain way ojo lagos affected,Negative,2023-02-05,"Ojo, Lagos"
1684250521470,god help badagry lagos people government abandon completely came food,Negative,2024-03-04,"Badagry, Lagos"
1757334055912,report million nigerian currently experiencing severe food insecurity according ipc phase classification lagossuffers,Neutral,2024-01-01,"Kosofe, Lagos"
1700062247301,community garden initiative oshodi lagos begin harvest providing fresh vegetable local family hunger,Positive,2023-10-06,"Oshodi, Lagos"
1724087729489,three day family eat day ifako ijaiye lagos god please help inflation,Negative,2024-09-19,"Ifako-Ijaiye, Lagos"
1756583003065,loaf sliced bread agege lagos bakery today naira last year naira explain,Negative,2024-05-22,"Agege, Lagos"
1639395775907,climate shock plus conflict plus inflation equal catastrophe food security alimosho lagos perfect storm,Negative,2024-08-13,"Alimosho, Lagos"
1648258449715,lagos chamber commerce hold summit strategy stabilize food supply chain state suffering,Neutral,2023-02-02,"Ajeromi-Ifelodun, Lagos"
1714799319342,restaurant eti osa lagos closing even middle class longer afford eat regularly,Negative,2024-09-11,"Eti-Osa, Lagos"
1703363692865,manage half cup garri whole family ikorodu lagos hard,Negative,2023-10-18,"Ikorodu, Lagos"
1685997415573,yeparipa eba reach oshodi lagos eat sand soon naijaproblems,Negative,2024-09-16,"Oshodi, Lagos"
1653194591980,irony baruwa lagos teh commercial hub nigeria million resident bed hungry every night nigeria,Negative,2023-07-17,"Baruwa, Lagos"
1763765884276,eat eba without soup even thank god ajeromi ifelodun lagos living enduring hunger,Negative,2024-02-12,"Ajeromi-Ifelodun, Lagos"
1706857240087,omo tin happen ikeja lagos market good like say food become luxury economichardship,Negative,2023-10-12,"Ikeja, Lagos"
1674983043057,imagine going eti osa lagos government stop people hungry act,Negative,2023-01-10,"Eti-Osa, Lagos"
1713788662714,household food budget crisis lagos mainland lagos price outpace income significantly naijaeconomy sdg,Negative,2024-07-20,"Lagos Mainland, Lagos"
1720632673440,policy response weak useless eti osa lagos resident starving politician share rice election,Negative,2023-05-01,"Eti-Osa, Lagos"
1782057645640,farmer herder clash reduced produce coming ifako ijaiye lagos almost half according trader oyingbo suffering,Negative,2024-05-16,"Ifako-Ijaiye, Lagos"
1781037748937,swr tire food money hope lagos island lagos ti suffering end,Negative,2024-04-02,"Lagos Island, Lagos"
1743545713033,beg government let intervene food price ifako ijaiye lagos people suffer silence,Negative,2024-08-14,"Ifako-Ijaiye, Lagos"
1679510058596,ncdc monitoring nutrition related health admission lagos hospital amid rising food insecurity report naijaeconomy,Neutral,2023-09-27,"Ifako-Ijaiye, Lagos"
1755147568518,expert call policy intervention nigeria global hunger index score worsens hardtimes,Neutral,2023-03-23,"Shomolu, Lagos"
1611288404976,empty stall everywhere ajeromi ifelodun lagos market today wholesale supply dried completely foodscarcity inflation,Negative,2024-07-31,"Ajeromi-Ifelodun, Lagos"
1734835529834,lovely initiative church mosque somolu lagos joined force provide daily meal hungry family foodcrisis,Positive,2023-01-09,"Somolu, Lagos"
1770355530580,tomato naira last year reach badagry lagos market inflation kill suffering,Negative,2024-02-17,"Badagry, Lagos"
1785059786111,praise god foodbank agege lagos got massive donation today family eat week foodcrisis,Positive,2023-02-07,"Agege, Lagos"
1736178331846,plantain grow right badagry lagos outskirt reach per finger local food inflation crazy,Negative,2023-09-13,"Badagry, Lagos"
1661495288799,federal government inaugurates food price monitoring committee track inflation across state including lagos,Neutral,2023-03-16,"Kosofe, Lagos"
1797129277102,restaurant ifako ijaiye lagos closing even middle class longer afford eat regularly foodscarcity,Negative,2023-06-23,"Ifako-Ijaiye, Lagos"
1721087973703,irony baruwa lagos commercial hub nigeria million resident bed hungry every night hunger,Negative,2023-01-10,"Baruwa, Lagos"
1665836198628,eyan badagry lagos ti fr ta gbogbo ohun ini lat le ra ounje ebi pa gbogbo eniyan,Negative,2024-01-06,"Badagry, Lagos"
1652463319825,uncle mushin lagos said cried first time adult life last night becus could feed child,Negative,2024-03-29,"Mushin, Lagos"
1729102513237,eyan surulere lagos ti fr ta gbogbo ohun ini lat le ra ounje ebi pa gbogbo eniyan lagossuffers,Negative,2023-09-10,"Surulere, Lagos"
1740815906891,palm oil groundnut oil everything skyrocket badagry lagos cooking self become unaffordable,Negative,2023-06-13,"Badagry, Lagos"
1756212373365,new study university lagos examines relationship twitter sentiment food price trend nigeria inflationng,Neutral,2024-04-23,"Lagos Mainland, Lagos"
1604940014092,nigeria war food inflation crushing household farmer unsafe supply chain broken apapa lagos,Negative,2024-08-24,"Apapa, Lagos"
1701269728912,snack shop near alimosho lagos increased food price approximately due gas crisis wareffects inflation foodscarcity,Negative,2023-12-24,"Alimosho, Lagos"
1632143734465,joint statement ngo food situation ifako ijaiye lagos requires urgent coordinated humanitarian response zerohunger,Neutral,2023-01-28,"Ifako-Ijaiye, Lagos"
1786137334380,first batch subsidized food federal strategic reserve arrives ifako ijaiye lagos distribution point today,Positive,2023-03-23,"Ifako-Ijaiye, Lagos"
1675920776093,budget passed billion allocated food security yet lagos island lagos resident starving money,Negative,2024-06-19,"Lagos Island, Lagos"
1636451295826,cadre harmonis assessment million people southwest nigeria face acute food insecurity lean season foodprices,Neutral,2023-10-07,"Somolu, Lagos"
1678338184488,imagine going shomolu lagos government stop people hungry act,Negative,2023-06-16,"Shomolu, Lagos"
1718692234792,local government official lagos mainland lagos conduct market inspection following report artificial food scarcity,Neutral,2024-06-16,"Lagos Mainland, Lagos"
1618648717429,supply chain staple food item epe lagos completely broken government must act,Negative,2024-07-21,"Epe, Lagos"
1608087132960,garri buy last year reach agege lagos take happen like naijaproblems,Negative,2024-09-26,"Agege, Lagos"
1750937285099,few net quarterly report flag lagos kano area requiring close food security monitoring coming month tinubu,Neutral,2023-06-01,"Ifako-Ijaiye, Lagos"
1746012212934,start fuel price rippling economy fertilizer shortage let food price worse season oshodi lagos,Negative,2024-02-20,"Oshodi, Lagos"
1751357967050,government stop hunger abandoned oshodi lagos completely nigeria,Negative,2024-02-07,"Oshodi, Lagos"
1727857326178,nb data show food inflation lagos reached highest five year economy,Neutral,2023-01-04,"Shomolu, Lagos"
1623763297805,food price key staple like yam plantain stabilized shomolu lagos market ti week hope lost nigeria,Positive,2024-11-18,"Shomolu, Lagos"
1652546583175,new direct farmer market ikeja lagos reducing price compared regular market inflation,Positive,2023-07-07,"Ikeja, Lagos"
1674885943647,area baruwa lagos get stable food supply since fuel subsidy removal thing get worse foodcrisis,Negative,2023-07-01,"Baruwa, Lagos"
1718255250798,federal government import metric tonne rice stabilize price city including lagos inflation,Neutral,2023-02-14,"Baruwa, Lagos"
1639582281572,opolopo eniyan jiya food cost ifako ijaiye lagos island pas roof naijaeconomy naijaproblems,Negative,2023-01-13,"Ifako-Ijaiye, Lagos"
1622759394756,another yariba state massive hunger lagos built nigerian government lagos island lagos people suffering,Negative,2023-09-06,"Lagos Island, Lagos"
1784280090410,market watch price key food commodity badagry lagos reviewed weekly lagos consumer protection council,Neutral,2024-11-13,"Badagry, Lagos"
1673604695274,lagos resident spend average household income food new survey nb reveals inflationng,Neutral,2023-03-04,"Ikeja, Lagos"
1734359443459,global food commodity price continue affect local market lagos trader say globaleconomy endpoverty,Neutral,2023-03-08,"Ifako-Ijaiye, Lagos"
1747924543090,uncle epe lagos said cried first time adult life last night could feed child inflation,Negative,2023-08-12,"Epe, Lagos"
1748939735405,know three family mushin lagos eaten proper meal day exaggerating,Negative,2024-09-21,"Mushin, Lagos"
1687452598280,microfinance bank launch special loan product food vendor market woman badagry lagos help economichardship,Positive,2023-11-07,"Badagry, Lagos"
1643681949233,cost feeding family four lagos risen per month two year lagospalliative,Neutral,2024-01-03,"Alimosho, Lagos"
1672803165393,school feeding program resume somolu lagos primary school today brief suspension child happy naijaproblems,Positive,2024-03-26,"Somolu, Lagos"
1690768934459,child cry food since last night get anything give ajeromi ifelodun lagos suffering suffering,Negative,2024-05-16,"Ajeromi-Ifelodun, Lagos"
1791243941668,tomato naira last year reach shomolu lagos market inflation kill inflationng,Negative,2023-11-03,"Shomolu, Lagos"
1616915043286,great news kosofe lagos resident community food cooperative launch help family access affordable food economichardship,Positive,2023-10-18,"Kosofe, Lagos"
1767092726882,international food aid organization begin registration vulnerable household surulere lagos monthly food support,Positive,2024-03-08,"Surulere, Lagos"
1658980715186,new food bank open ikorodu lagos struggling feed family please walk form stress,Positive,2024-09-10,"Ikorodu, Lagos"
1744569603343,governor lagos personally supervises food distribution ifako ijaiye lagos community least paying attention sdg,Positive,2024-12-11,"Ifako-Ijaiye, Lagos"
1691307302029,world food programme wfp begin assessment foood insecurity level lagos community next month,Neutral,2024-05-28,"Mushin, Lagos"
1689247335445,supply chain staple food item apapa lagos completely broken government must act hunger,Negative,2023-05-06,"Apapa, Lagos"
1713449980974,loaf sliced bread kosofe lagos bakery today naira last year naira explain,Negative,2023-02-16,"Kosofe, Lagos"
1618097515854,federal ministry agriculture release emergency food reserve stock state including lagos,Neutral,2023-05-18,"Somolu, Lagos"
1761666093294,wa price yam mushin lagos higher price petrol per litre something wrong,Negative,2023-05-03,"Mushin, Lagos"
1796635160085,academic paper published sentiment analysis nigerian twitter reveals early warning signal food crisis hardtimes,Neutral,2023-04-11,"Apapa, Lagos"
1704003203793,omo tin happen ifako ijaiye lagos market good like say food become luxury naijaproblems,Negative,2024-03-05,"Ifako-Ijaiye, Lagos"
1684132699978,mama cry oshodi lagos say feed four child today god please,Negative,2023-06-21,"Oshodi, Lagos"
1750001137305,farmer kosofe lagos outskirt say longer afford fertilizer current price next harvest disaster naijaproblems,Negative,2023-06-30,"Kosofe, Lagos"
1685871092442,trader lagos mainland lagos market report reduction daily customer resident cut back foood purchase,Neutral,2023-05-30,"Lagos Mainland, Lagos"
1679872391741,plantain grow right apapa lagos outskirt reach per finger local food inflation crazy,Negative,2024-11-14,"Apapa, Lagos"
1786734909138,private sector food relief gtbank staff donate food item vulnerable family apapa lagos community hunger,Positive,2023-01-15,"Apapa, Lagos"
1666368514577,swr hunger want collect child eat since yesterday ajeromi ifelodun lagos nigeriadecides,Negative,2023-04-03,"Ajeromi-Ifelodun, Lagos"
1682269134320,price moimoi akara ajeromi ifelodun lagos doubled supposed food ordinary person,Negative,2024-10-05,"Ajeromi-Ifelodun, Lagos"
1678137121927,lagos state food bank initiative record increase demand low income household inflation,Neutral,2024-10-07,"Eti-Osa, Lagos"
1763580038096,school dropout rate apapa lagos rising parent cannot afford school fee food time endpoverty,Negative,2023-09-17,"Apapa, Lagos"
1644172719797,bread cost naira three month ago naira today baruwa lagos cause,Negative,2024-08-23,"Baruwa, Lagos"
1778608339227,child ikeja lagos sleep hungry every night beg government let hear inflationng,Negative,2024-06-13,"Ikeja, Lagos"
1633749020497,three day family eat day ikeja lagos god please help,Negative,2023-10-25,"Ikeja, Lagos"
1645049844157,pepper tomato onion combination extremely scarce expensive oshodi lagos market cooking become gold,Negative,2024-03-09,"Oshodi, Lagos"
1604785618523,serious food scarcity ifako ijaiye lagos right market shelf empty trader say supply chain broken endpoverty,Negative,2024-05-25,"Ifako-Ijaiye, Lagos"
1612672661473,journalist document condition lagos island lagos food bank queue begin forming dawn day,Neutral,2024-05-31,"Lagos Island, Lagos"
1741474416437,trader ikorodu lagos market confirm food price percent three month inflationng zerohunger,Negative,2023-04-19,"Ikorodu, Lagos"
1770381318028,humanitarian organization call increased funding address food crisis affecting lagos urban poor community inflationng,Neutral,2024-04-13,"Somolu, Lagos"
1686877920851,bean protein poor ifako ijaiye lagos luxury paint bucket bean cost naira,Negative,2023-11-28,"Ifako-Ijaiye, Lagos"
1618200589631,school feeding program resume agege lagos primary school today brief suspension child happy,Positive,2023-07-30,"Agege, Lagos"
1629478409221,new study university lagos examines relationship twitter sentiment food priice trend nigeria,Neutral,2023-12-31,"Agege, Lagos"
1644422461174,humanitarian organization call increased funding address food crisis affecting lagos urban poor community naijaeconomy,Neutral,2024-02-13,"Ojo, Lagos"
1718086857663,humanitarian organization call increased funding address food crisis affecting lagos urban poor community tinubu,Neutral,2023-07-29,"Oshodi, Lagos"
1759576589012,global food commodity price continue affect local market lagos trader say globaleconomy endpoverty,Neutral,2024-09-09,"Lagos Mainland, Lagos"
1607700588051,swr tire food money hope mushin lagos suffering end,Negative,2023-04-06,"Mushin, Lagos"
1699341476340,senate committee agriculture hold hearing food security situation minister fao representative lagos,Neutral,2024-05-12,"Somolu, Lagos"
1666949229543,research team covenant university develops nlp model monitor food crisis signal nigerian twitter,Neutral,2023-01-13,"Mushin, Lagos"
1691805390335,cooperative market woman kosofe lagos launch price stabilization scheme essential food item community power,Positive,2024-01-05,"Kosofe, Lagos"
1633563019440,kind country apapa lagos man work hard every day cannot afford eat three time nonsense foodscarcity,Negative,2023-04-06,"Apapa, Lagos"
1638509813308,omo tin happen ojo lagos market good like say food become luxury,Negative,2024-03-19,"Ojo, Lagos"
1651343478833,mama tunde lagos island lagos say sell cooking pot afford food heartbreaking foodcrisis,Negative,2023-11-04,"Lagos Island, Lagos"
1616059986772,kind country ajeromi ifelodun lagos man work hard every day cannot afford eat three time nonsense foodcrisis,Negative,2024-07-01,"Ajeromi-Ifelodun, Lagos"
1615458982992,displaced family borno zamfara epe lagos competing already scarce food resource foodprices,Negative,2023-01-08,"Epe, Lagos"
1705027297526,fuel price go food price go transport go salary stay loyal nigeria inflation zerohunger,Negative,2024-11-04,"Apapa, Lagos"
1625605426221,bama yola people flee agege lagos food supply cannot handle population pressure,Negative,2023-04-29,"Agege, Lagos"
1669550060702,manage half cup garri whole family lagos mainland lagos hard,Negative,2024-06-15,"Lagos Mainland, Lagos"
1756166948716,price tomato pepper coming small ajeromi ifelodun lagos market week give hope small small,Positive,2023-10-08,"Ajeromi-Ifelodun, Lagos"
1766625684733,governor lagos personally supervises food distribution epe lagos community least paying attention,Positive,2023-05-20,"Epe, Lagos"
1747833040896,rice reach per bag epe lagos person eat foodcrisis lagos,Negative,2024-04-04,"Epe, Lagos"
1613909841682,engineered scarcity nigeria feeding west africa people starve apapa lagos,Negative,2023-09-08,"Apapa, Lagos"
1672632496196,opolopo eniyan jiya ninu kosofe lagos owo ko si ounje ko si oluwa gba wa,Negative,2023-06-19,"Kosofe, Lagos"
1676678079573,praise god foodbank ikorodu lagos got massive donation today family eat week lagos,Positive,2023-06-09,"Ikorodu, Lagos"
1679333049548,lagos state food bank initiative record increase demand low income household,Neutral,2024-06-29,"Baruwa, Lagos"
1744359107455,small win price indomie noodle remains stable shomolu lagos despite general inflation least one thing holding,Positive,2023-12-04,"Shomolu, Lagos"
1775066157660,microfinance bank launch special loan product food vendor market woman kosofe lagos help naijaproblems,Positive,2024-10-08,"Kosofe, Lagos"
1612459690743,exaggerating say food situation agege lagos humanitarian emergency waiting declared endpoverty,Negative,2023-06-14,"Agege, Lagos"
1765201601504,federal goverment import metric tonne rice stabilize price city including lagos hardtimes,Neutral,2023-09-29,"Oshodi, Lagos"
1687264055102,joint statement ngo food situation kosofe lagos requires urgent coordinated humanitarian response hardtimes,Neutral,2024-11-11,"Kosofe, Lagos"
1616099224493,tuc threatened nationwide protest may day worsening economic hardship citing rising food price naijatalk xyz,Neutral,2023-06-27,"Agege, Lagos"
1659205476986,insecurity made farming impossible north mushin lagos market running dwindling reserve zerohunger,Negative,2023-07-31,"Mushin, Lagos"
1609106852588,empty stall everywhere mushin lagos market today wholesale supply dried completely foodscarcity,Negative,2024-08-23,"Mushin, Lagos"
1717635985519,federal government import metric tonne rice stabilize price city including lagos,Neutral,2024-06-13,"Ifako-Ijaiye, Lagos"
1748588716669,seen price baby food diaper rent ikorodu lagos person manage,Negative,2024-07-22,"Ikorodu, Lagos"
1709534546313,food security stakeholder gather baruwa lagos quarterly review meeting hunger mitigation strategy foodscarcity,Neutral,2024-04-08,"Baruwa, Lagos"
1794615532410,want police soldier respect law salary cannot put food table ajeromi ifelodun lagos sdg,Negative,2024-02-03,"Ajeromi-Ifelodun, Lagos"
1691036950523,subsidy removal supposed free fund investment tell one person agege lagos benefited tinubu,Negative,2023-08-24,"Agege, Lagos"
1614694515206,nb data show food inflation lagos reached highest five year economy lagospalliative,Neutral,2023-04-27,"Surulere, Lagos"
1699183470685,manage half cup garri whole family lagos island lagos hard,Negative,2023-12-17,"Lagos Island, Lagos"
1608800010833,uncle somolu lagos said cried first time adult life last night could feed child foodscarcity,Negative,2023-09-16,"Somolu, Lagos"
